city,area,bathroom,parking spaces,animal,furniture,rooms
1,66,1,2,acept,furnished,1
1,45,1,1,acept,not furnished,2
1,53,1,1,acept,furnished,2
1,50,1,0,acept,not furnished,1
1,67,1,1,acept,furnished,1
1,42,1,0,acept,not furnished,1
1,90,2,2,acept,furnished,3
1,174,4,3,acept,not furnished,3
1,240,3,3,not acept,furnished,4
1,255,4,2,acept,furnished,3
1,82,1,1,acept,not furnished,2
0,139,5,3,acept,furnished,3
1,110,3,2,acept,not furnished,1
0,75,2,1,acept,not furnished,3
1,84,1,1,acept,furnished,3
1,160,3,2,acept,not furnished,4
0,176,5,3,acept,not furnished,3
1,170,3,2,acept,not furnished,3
1,24,1,0,acept,not furnished,1
1,70,1,0,acept,not furnished,2
1,107,2,1,acept,not furnished,2
1,113,2,1,acept,not furnished,3
1,138,3,2,acept,not furnished,3
1,124,2,3,acept,not furnished,3
0,291,3,2,acept,not furnished,4
1,117,3,3,acept,not furnished,2
1,450,5,4,acept,not furnished,4
1,530,6,4,acept,not furnished,4
1,180,3,2,acept,not furnished,3
0,87,1,1,acept,not furnished,3
1,96,2,2,not acept,furnished,2
1,120,4,1,acept,not furnished,3
1,63,2,1,not acept,not furnished,2
1,126,3,1,acept,furnished,2
1,140,3,1,acept,not furnished,3
1,100,3,2,acept,not furnished,2
0,94,2,2,acept,not furnished,2
1,174,4,3,not acept,not furnished,3
1,100,2,2,acept,furnished,3
1,69,2,2,acept,not furnished,2
1,29,1,0,acept,not furnished,1
1,180,3,1,acept,not furnished,3
1,300,3,2,acept,not furnished,2
0,110,3,2,acept,not furnished,3
1,230,3,3,acept,not furnished,4
1,94,1,0,acept,not furnished,2
1,136,3,3,acept,furnished,3
1,65,2,1,acept,not furnished,3
1,98,2,0,acept,not furnished,3
0,560,7,8,acept,not furnished,7
1,136,2,1,not acept,furnished,3
1,80,1,0,not acept,not furnished,2
1,110,3,1,acept,furnished,3
1,48,1,1,not acept,not furnished,1
1,450,4,3,acept,not furnished,5
1,250,5,4,acept,furnished,4
1,500,5,4,not acept,furnished,4
0,89,2,1,acept,not furnished,3
1,400,3,6,acept,not furnished,5
1,90,2,2,acept,not furnished,3
1,47,2,2,acept,furnished,2
1,40,1,1,acept,not furnished,1
0,175,2,0,not acept,not furnished,3
1,80,2,2,acept,not furnished,2
0,63,1,1,not acept,not furnished,2
1,40,1,0,acept,not furnished,1
1,35,1,0,not acept,not furnished,1
1,390,3,2,acept,not furnished,3
1,40,1,0,not acept,not furnished,1
1,135,3,2,acept,furnished,3
1,37,1,0,not acept,not furnished,1
1,60,2,1,not acept,furnished,2
1,380,2,4,acept,not furnished,4
0,55,1,1,not acept,not furnished,1
1,140,3,2,acept,furnished,3
1,171,2,1,acept,not furnished,3
1,45,1,1,not acept,not furnished,1
1,300,2,4,acept,not furnished,3
0,430,5,5,acept,not furnished,4
1,217,4,3,acept,not furnished,3
1,58,1,1,not acept,furnished,2
1,45,1,0,not acept,not furnished,2
1,55,1,1,acept,not furnished,2
1,200,2,6,acept,not furnished,2
1,59,2,1,acept,not furnished,2
1,38,1,1,acept,furnished,1
1,65,2,1,not acept,not furnished,2
1,170,2,1,acept,furnished,3
0,470,4,4,acept,not furnished,4
1,340,5,5,acept,not furnished,4
0,60,1,0,acept,not furnished,1
1,40,1,0,acept,not furnished,2
1,160,3,2,acept,not furnished,3
1,20,1,0,acept,furnished,1
1,45,1,0,not acept,not furnished,1
1,52,1,0,acept,not furnished,2
0,276,4,3,acept,not furnished,3
1,30,1,0,not acept,not furnished,1
1,51,1,1,not acept,not furnished,2
1,230,6,4,acept,not furnished,4
1,50,1,1,acept,not furnished,1
1,380,6,4,acept,not furnished,4
1,120,1,4,acept,not furnished,3
1,300,3,2,acept,furnished,4
1,198,2,2,acept,not furnished,3
1,98,2,0,acept,not furnished,2
0,50,1,0,acept,not furnished,1
1,62,2,1,acept,not furnished,2
1,50,2,1,acept,furnished,2
1,190,2,1,acept,furnished,3
1,80,3,0,not acept,not furnished,3
1,235,4,4,acept,furnished,4
1,305,3,3,acept,not furnished,3
1,42,1,0,acept,not furnished,1
1,120,2,2,acept,not furnished,2
1,80,3,2,not acept,furnished,3
1,300,3,3,acept,not furnished,4
1,106,2,2,acept,not furnished,3
1,54,1,1,acept,furnished,1
1,120,3,0,acept,not furnished,2
1,78,3,2,acept,not furnished,3
1,70,1,0,not acept,furnished,2
1,65,2,1,acept,not furnished,3
1,40,1,0,acept,not furnished,1
1,277,3,4,acept,not furnished,2
1,50,1,1,acept,not furnished,2
1,284,2,2,acept,furnished,3
1,34,1,0,acept,furnished,1
1,42,1,1,acept,not furnished,1
1,260,4,2,acept,not furnished,3
0,440,4,4,not acept,not furnished,4
1,150,2,0,acept,not furnished,3
1,198,4,3,acept,not furnished,4
0,55,1,1,acept,furnished,1
0,43,1,1,acept,furnished,1
1,90,2,2,not acept,furnished,2
1,600,7,5,acept,not furnished,5
1,311,4,4,acept,furnished,4
1,57,1,1,acept,furnished,2
1,92,2,2,not acept,not furnished,3
1,125,3,2,not acept,not furnished,3
1,200,2,2,acept,not furnished,4
1,129,2,2,acept,not furnished,3
1,210,4,4,acept,not furnished,3
1,310,3,2,not acept,not furnished,3
1,260,4,4,acept,not furnished,4
1,500,3,7,acept,not furnished,3
1,56,2,1,acept,furnished,2
1,100,2,2,not acept,not furnished,3
1,140,3,2,acept,not furnished,2
1,168,4,2,acept,not furnished,3
1,146,3,3,not acept,not furnished,3
0,100,2,2,not acept,furnished,2
1,61,1,1,acept,not furnished,2
1,90,1,1,acept,not furnished,2
1,40,1,1,not acept,not furnished,1
1,218,4,2,acept,not furnished,4
1,42,1,1,acept,furnished,1
1,75,3,0,acept,not furnished,3
1,54,2,1,acept,not furnished,2
0,75,1,1,not acept,not furnished,3
1,114,2,2,acept,furnished,2
1,36,1,0,acept,not furnished,1
1,105,2,2,acept,not furnished,3
0,55,1,1,acept,not furnished,1
0,75,1,1,acept,not furnished,2
1,125,2,2,acept,not furnished,3
1,111,2,2,acept,not furnished,2
1,250,3,3,acept,not furnished,3
1,60,1,0,acept,furnished,2
1,33,1,1,acept,furnished,1
1,100,2,1,acept,furnished,3
1,200,4,2,acept,not furnished,3
0,144,2,3,acept,not furnished,3
0,44,1,1,acept,furnished,2
1,174,3,2,acept,not furnished,3
1,16,1,0,acept,not furnished,1
0,92,3,2,acept,not furnished,3
1,195,6,3,acept,not furnished,4
1,45,1,1,not acept,furnished,1
1,48,2,1,not acept,not furnished,2
1,140,1,2,acept,not furnished,2
1,67,1,0,acept,not furnished,1
1,250,2,8,acept,not furnished,3
1,717,5,8,acept,not furnished,5
1,178,2,1,not acept,not furnished,3
1,220,5,3,acept,not furnished,4
1,300,6,6,not acept,not furnished,3
1,120,2,2,acept,not furnished,3
0,200,2,4,acept,not furnished,5
1,100,1,1,acept,furnished,2
1,190,3,2,acept,not furnished,3
1,55,1,2,not acept,not furnished,2
1,55,1,1,not acept,not furnished,2
1,135,3,3,acept,furnished,2
0,80,2,2,acept,not furnished,3
0,74,2,2,acept,furnished,2
1,30,1,1,not acept,furnished,1
1,136,2,1,acept,furnished,3
1,90,2,1,acept,not furnished,3
1,55,1,1,acept,not furnished,1
1,75,1,0,acept,not furnished,2
1,100,2,1,acept,not furnished,2
1,20,1,0,not acept,furnished,1
1,100,1,0,acept,not furnished,3
1,144,4,6,acept,not furnished,2
1,120,3,2,acept,furnished,2
1,39,1,0,acept,furnished,1
1,90,2,0,not acept,not furnished,2
1,287,4,3,acept,not furnished,4
1,53,2,1,acept,not furnished,2
1,30,1,1,not acept,furnished,1
1,150,2,1,acept,furnished,3
1,41,1,0,acept,not furnished,2
1,115,1,1,acept,not furnished,2
1,30,1,0,acept,not furnished,1
0,84,2,1,acept,not furnished,2
1,162,2,2,acept,furnished,3
1,40,1,1,acept,not furnished,1
1,500,4,8,acept,furnished,4
1,370,6,8,acept,not furnished,7
1,85,2,0,acept,not furnished,1
1,100,2,1,acept,furnished,2
1,160,2,3,acept,not furnished,4
1,85,2,1,acept,not furnished,1
1,52,1,1,acept,not furnished,1
1,40,1,1,acept,not furnished,1
0,55,1,1,not acept,not furnished,1
1,320,6,2,acept,furnished,3
1,72,2,1,acept,not furnished,2
1,90,1,1,acept,not furnished,2
1,200,4,1,acept,not furnished,3
1,72,2,1,acept,not furnished,1
1,110,2,2,acept,not furnished,3
1,49,1,1,acept,not furnished,1
1,26,1,0,not acept,not furnished,1
1,540,5,5,acept,not furnished,4
1,150,1,0,acept,not furnished,2
1,65,2,1,acept,not furnished,2
1,42,1,1,not acept,furnished,1
1,164,3,1,not acept,not furnished,3
0,50,1,1,acept,not furnished,2
1,60,1,1,not acept,furnished,1
0,143,3,2,acept,not furnished,3
1,214,3,3,acept,furnished,3
1,70,1,1,acept,not furnished,2
1,53,1,0,acept,not furnished,1
1,250,3,6,acept,not furnished,3
1,250,2,4,acept,not furnished,3
1,83,1,1,acept,not furnished,3
1,120,3,1,acept,not furnished,3
1,64,2,1,acept,furnished,1
0,55,1,1,not acept,not furnished,1
1,50,1,0,acept,not furnished,1
1,200,4,3,not acept,not furnished,4
1,100,1,2,acept,not furnished,2
1,100,3,3,acept,furnished,2
1,37,1,1,acept,furnished,1
1,69,2,1,acept,not furnished,2
1,275,3,3,acept,not furnished,4
1,50,1,1,acept,not furnished,1
0,46,1,1,acept,not furnished,2
1,455,2,4,acept,not furnished,3
1,285,4,3,not acept,not furnished,4
1,36,1,0,acept,not furnished,1
1,62,2,2,acept,not furnished,2
1,47,1,1,not acept,furnished,1
0,44,1,1,acept,not furnished,2
0,43,1,1,acept,furnished,1
1,130,2,2,acept,not furnished,3
1,600,8,0,acept,furnished,5
1,84,3,2,acept,furnished,3
1,215,4,2,not acept,not furnished,3
1,230,5,4,acept,not furnished,4
1,90,1,1,not acept,not furnished,2
1,114,3,2,acept,not furnished,3
1,170,3,3,not acept,furnished,2
1,86,1,1,acept,furnished,3
1,350,4,4,acept,not furnished,3
1,325,5,4,acept,furnished,4
1,200,4,3,acept,furnished,4
1,364,5,4,acept,furnished,4
1,100,1,0,acept,not furnished,2
0,33,1,0,not acept,not furnished,1
1,70,1,1,acept,not furnished,2
1,30,1,1,not acept,not furnished,1
1,285,4,4,acept,not furnished,4
1,52,1,1,not acept,not furnished,2
1,400,3,2,acept,not furnished,4
1,102,2,2,acept,not furnished,3
1,50,1,0,not acept,not furnished,1
1,28,1,1,not acept,furnished,1
1,58,1,1,acept,furnished,1
1,32,1,0,acept,not furnished,1
1,52,1,1,not acept,not furnished,2
1,210,4,1,acept,not furnished,5
0,244,7,4,acept,not furnished,5
1,170,4,2,not acept,furnished,3
1,163,3,4,acept,furnished,3
1,107,1,0,acept,not furnished,2
1,90,2,2,acept,furnished,3
1,120,4,0,acept,not furnished,3
1,264,4,4,acept,not furnished,4
0,47,1,1,acept,furnished,1
1,278,4,1,acept,not furnished,4
0,56,1,1,acept,not furnished,2
1,22,1,0,acept,not furnished,1
1,49,1,0,acept,furnished,1
1,150,4,1,acept,not furnished,3
1,30,1,0,not acept,not furnished,1
1,200,2,2,acept,furnished,3
0,93,2,2,acept,not furnished,3
1,73,2,1,acept,not furnished,2
1,130,2,1,acept,not furnished,3
1,280,2,0,acept,not furnished,3
1,37,1,1,not acept,furnished,1
1,330,3,0,acept,not furnished,4
1,85,2,0,acept,not furnished,2
1,49,1,1,acept,not furnished,2
1,44,1,1,acept,not furnished,2
0,89,1,1,not acept,not furnished,3
1,52,1,1,not acept,furnished,1
1,70,2,2,not acept,not furnished,2
1,78,2,1,acept,not furnished,2
1,240,3,4,acept,not furnished,7
1,140,2,2,acept,not furnished,3
1,300,6,4,acept,not furnished,4
1,119,2,2,acept,not furnished,3
1,195,2,3,acept,not furnished,4
1,95,2,0,acept,furnished,2
1,51,1,0,acept,furnished,1
1,680,5,8,acept,not furnished,4
1,82,2,2,acept,not furnished,3
1,198,3,1,acept,furnished,3
1,75,3,2,acept,not furnished,2
1,320,3,4,acept,not furnished,4
1,200,3,2,acept,not furnished,3
1,67,2,1,not acept,not furnished,2
1,220,2,1,not acept,not furnished,4
0,284,3,3,acept,not furnished,4
1,80,1,1,acept,not furnished,3
1,170,3,3,acept,not furnished,3
1,145,3,0,acept,furnished,3
1,64,2,2,acept,furnished,2
1,390,4,4,acept,not furnished,4
0,50,1,1,not acept,not furnished,1
1,64,2,1,not acept,not furnished,2
1,40,1,0,not acept,not furnished,1
1,65,2,1,not acept,not furnished,2
0,78,1,0,acept,not furnished,2
1,42,1,1,acept,not furnished,1
1,50,1,1,acept,not furnished,1
1,49,1,1,acept,not furnished,2
1,46,1,1,acept,not furnished,2
1,32,1,0,acept,not furnished,1
1,360,6,6,acept,not furnished,7
1,37,1,0,not acept,not furnished,1
1,54,1,0,acept,not furnished,1
1,124,2,1,not acept,furnished,3
1,114,2,2,acept,not furnished,3
0,101,2,1,acept,not furnished,3
1,450,5,4,not acept,not furnished,5
1,126,2,2,acept,not furnished,2
1,54,1,1,not acept,not furnished,2
1,48,1,1,acept,not furnished,2
1,280,5,3,acept,not furnished,3
1,164,4,2,acept,not furnished,3
1,113,1,1,acept,not furnished,3
1,72,2,2,acept,not furnished,3
1,500,3,5,not acept,furnished,4
0,140,1,1,acept,not furnished,2
1,260,5,5,acept,not furnished,4
1,40,1,0,not acept,not furnished,1
0,62,1,1,acept,not furnished,2
1,42,2,1,not acept,not furnished,1
1,565,5,6,acept,furnished,4
1,500,5,8,acept,not furnished,5
1,178,5,2,acept,not furnished,3
1,30,1,0,not acept,not furnished,1
1,250,3,2,acept,not furnished,3
1,35,1,0,not acept,not furnished,1
1,120,3,2,acept,furnished,2
1,190,4,2,acept,not furnished,4
1,420,6,4,not acept,not furnished,4
1,40,1,0,not acept,not furnished,1
1,57,1,1,acept,not furnished,2
1,38,1,0,not acept,not furnished,1
1,174,4,1,acept,furnished,3
0,92,3,2,not acept,not furnished,2
0,80,1,4,acept,not furnished,3
1,50,2,1,acept,furnished,1
1,100,2,2,acept,not furnished,3
1,70,1,2,acept,not furnished,2
1,210,2,2,acept,not furnished,4
1,35,1,0,not acept,not furnished,1
1,50,3,0,not acept,not furnished,2
1,109,2,1,not acept,not furnished,3
1,80,3,0,acept,not furnished,2
0,69,1,1,acept,not furnished,2
1,253,5,3,acept,not furnished,4
1,74,2,1,not acept,furnished,2
0,210,3,0,acept,not furnished,3
1,70,2,1,acept,not furnished,3
1,390,3,3,acept,not furnished,3
1,30,1,0,not acept,furnished,1
1,76,2,2,acept,furnished,3
1,128,3,1,acept,not furnished,2
1,50,1,0,not acept,not furnished,1
1,100,2,1,acept,furnished,2
1,237,5,3,acept,furnished,3
0,80,1,1,acept,not furnished,2
1,108,2,2,not acept,not furnished,3
1,50,1,0,not acept,not furnished,1
1,70,1,0,acept,not furnished,1
1,156,3,5,not acept,not furnished,3
1,217,4,4,acept,furnished,3
1,82,2,2,acept,not furnished,3
1,52,1,1,acept,not furnished,2
1,620,5,5,acept,not furnished,4
1,320,4,4,acept,furnished,3
0,66,2,1,not acept,furnished,2
1,200,4,4,acept,not furnished,4
1,113,2,1,acept,not furnished,2
1,170,2,1,acept,furnished,4
1,45,1,1,acept,not furnished,1
0,47,1,0,acept,not furnished,1
1,80,1,1,not acept,not furnished,2
1,260,5,4,acept,not furnished,3
1,122,2,3,acept,not furnished,3
1,84,2,2,not acept,not furnished,3
1,28,1,0,not acept,furnished,1
1,155,3,2,acept,not furnished,2
1,58,1,1,acept,furnished,2
1,52,1,1,not acept,not furnished,2
0,75,1,2,acept,not furnished,2
0,72,1,1,acept,furnished,3
1,260,4,4,acept,furnished,3
1,35,1,0,not acept,furnished,1
1,25,1,1,acept,furnished,1
1,216,5,3,acept,furnished,4
1,215,6,3,acept,furnished,4
1,750,6,2,acept,not furnished,4
1,80,2,2,acept,not furnished,2
0,50,1,1,not acept,furnished,1
0,50,1,1,acept,not furnished,2
1,340,4,3,acept,not furnished,2
1,126,3,4,acept,not furnished,4
1,450,6,2,acept,not furnished,4
1,32,1,0,acept,not furnished,1
1,142,2,1,acept,not furnished,3
1,70,2,1,acept,not furnished,2
1,278,5,2,acept,furnished,4
0,130,2,1,acept,not furnished,3
1,245,4,2,acept,not furnished,4
1,50,1,0,not acept,not furnished,2
1,61,2,1,acept,furnished,1
1,30,1,0,acept,not furnished,1
1,135,3,1,acept,furnished,3
1,20,1,0,acept,furnished,1
1,160,3,2,acept,not furnished,3
0,97,1,0,acept,not furnished,1
0,45,1,1,acept,furnished,1
0,45,1,0,not acept,not furnished,1
1,462,4,0,acept,furnished,4
1,110,2,1,acept,not furnished,2
1,40,1,0,not acept,not furnished,1
1,149,1,3,not acept,not furnished,4
1,320,3,4,acept,not furnished,3
1,126,4,3,acept,not furnished,3
1,353,7,5,acept,not furnished,5
1,35,1,0,acept,not furnished,2
1,52,1,1,acept,not furnished,1
1,190,3,2,acept,not furnished,4
1,89,2,2,acept,furnished,2
1,49,2,0,acept,not furnished,1
1,133,3,0,acept,not furnished,4
1,150,4,3,acept,furnished,3
1,400,3,4,acept,furnished,4
1,480,4,4,acept,furnished,4
1,90,3,0,not acept,not furnished,2
1,90,2,0,acept,not furnished,2
1,450,4,3,acept,not furnished,4
1,80,2,2,acept,not furnished,3
1,48,1,1,acept,not furnished,2
0,55,1,1,not acept,not furnished,1
1,109,2,2,acept,not furnished,2
1,100,3,1,acept,furnished,2
1,185,3,3,acept,not furnished,2
1,45,1,1,acept,not furnished,2
0,308,4,4,acept,not furnished,3
1,210,4,3,acept,furnished,4
0,82,2,1,acept,not furnished,3
1,380,4,2,acept,not furnished,4
1,90,2,1,acept,not furnished,2
1,220,4,3,not acept,furnished,4
1,45,2,1,not acept,furnished,1
1,120,2,4,acept,not furnished,3
0,70,2,2,acept,furnished,3
1,64,2,2,acept,not furnished,2
1,57,1,1,acept,not furnished,2
1,45,1,1,not acept,not furnished,1
1,160,4,3,acept,not furnished,3
1,55,2,1,acept,not furnished,2
1,50,1,1,acept,not furnished,1
1,60,1,1,not acept,not furnished,2
1,140,4,1,acept,not furnished,5
1,287,5,3,acept,not furnished,4
1,35,1,1,acept,not furnished,1
1,108,2,2,acept,not furnished,3
1,480,7,8,acept,not furnished,4
1,51,2,1,acept,not furnished,2
1,290,3,4,acept,furnished,2
1,130,2,1,not acept,not furnished,3
0,55,1,1,not acept,not furnished,1
1,35,1,0,not acept,furnished,1
1,50,2,0,acept,not furnished,3
0,129,2,2,acept,not furnished,3
1,46,1,0,acept,not furnished,1
1,228,4,3,not acept,furnished,3
1,131,2,1,acept,not furnished,3
0,36,1,0,not acept,not furnished,1
1,122,2,1,acept,not furnished,3
1,100,2,0,not acept,not furnished,2
1,100,2,3,acept,not furnished,2
1,240,5,4,acept,furnished,4
1,36,1,0,not acept,furnished,1
1,85,1,1,acept,not furnished,2
1,223,4,5,acept,furnished,4
1,195,2,3,acept,not furnished,3
1,170,2,1,acept,not furnished,3
1,180,3,2,acept,not furnished,3
1,22,1,0,not acept,furnished,1
1,140,2,2,acept,not furnished,2
1,350,4,4,acept,furnished,3
1,150,3,2,not acept,furnished,3
0,411,5,4,acept,not furnished,4
0,900,6,8,acept,not furnished,3
1,39,1,1,acept,furnished,1
1,182,2,2,acept,not furnished,3
1,270,3,2,acept,furnished,5
1,35,1,1,not acept,furnished,1
1,35,1,1,not acept,furnished,1
1,105,2,1,not acept,not furnished,3
1,60,1,1,acept,not furnished,2
1,180,3,2,acept,furnished,3
0,42,1,1,acept,not furnished,2
1,210,3,4,acept,furnished,2
1,170,4,3,not acept,furnished,4
1,230,4,8,acept,not furnished,6
1,280,3,2,acept,furnished,3
1,140,3,1,acept,not furnished,3
1,92,2,2,acept,not furnished,3
1,71,4,0,acept,not furnished,3
1,160,3,2,acept,not furnished,3
1,92,2,2,acept,furnished,2
1,500,7,7,acept,not furnished,5
1,270,4,2,acept,not furnished,3
1,296,5,5,acept,furnished,4
1,151,4,3,acept,not furnished,3
1,308,4,3,acept,not furnished,4
1,50,1,1,not acept,not furnished,2
1,60,1,0,acept,not furnished,2
1,25,1,0,acept,not furnished,1
1,120,4,4,acept,not furnished,4
0,42,1,1,not acept,not furnished,2
1,97,2,2,acept,not furnished,3
1,110,2,1,acept,furnished,3
0,56,1,1,acept,not furnished,2
1,140,2,1,not acept,not furnished,2
1,84,2,2,acept,furnished,3
1,31,1,1,acept,not furnished,1
1,60,1,0,not acept,not furnished,2
1,146,4,3,not acept,not furnished,3
1,90,2,1,acept,not furnished,2
1,65,1,1,acept,not furnished,2
1,80,1,0,acept,not furnished,2
1,22,1,1,acept,furnished,1
0,50,1,1,not acept,not furnished,2
1,108,2,2,not acept,furnished,3
1,32,1,0,acept,not furnished,1
1,51,1,1,acept,furnished,1
1,37,1,1,acept,not furnished,1
1,142,5,2,acept,furnished,3
1,220,4,3,acept,not furnished,3
1,300,4,1,not acept,not furnished,3
1,40,1,0,not acept,not furnished,1
1,45,1,1,not acept,furnished,2
1,22,1,0,not acept,not furnished,1
1,78,2,1,not acept,not furnished,3
1,280,4,3,acept,not furnished,3
1,200,3,2,acept,not furnished,4
0,65,1,1,acept,not furnished,1
1,330,3,0,acept,not furnished,4
1,100,2,0,acept,not furnished,2
1,155,3,3,not acept,not furnished,3
1,180,3,1,acept,furnished,3
1,46,1,1,acept,not furnished,1
1,168,4,3,acept,furnished,3
1,140,2,1,not acept,not furnished,3
1,120,2,2,acept,not furnished,3
0,100,2,0,not acept,not furnished,3
1,260,4,3,acept,not furnished,3
1,40,1,0,acept,not furnished,1
1,80,2,1,acept,not furnished,2
1,200,5,3,acept,not furnished,3
1,75,1,1,not acept,not furnished,3
1,360,5,4,acept,furnished,4
1,270,2,2,acept,not furnished,3
0,45,1,0,not acept,not furnished,1
1,177,3,3,not acept,not furnished,3
0,104,2,2,acept,not furnished,2
